# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
329.0000 M317 935672 4 12.0000 Node45 Node55 9 N Node45->Node46->Node81->Node54->Node55
330.0000 M205 957661 5 125.0000 Node24 Node7 7 N Node24->Node89->Node40->Node83->Node6->Node7
330.0000 M329 1017474 1 1.0000 Node63 Node62 9 N Node63->Node62
331.0000 M298 1178819 3 33.0000 Node58 Node13 9 N Node58->Node83->Node14->Node13
335.0000 M324 1157445 4 11.0000 Node67 Node49 9 N Node67->Node68->Node95->Node48->Node49
342.0000 M339 1177609 2 3.0000 Node38 Node28 9 N Node38->Node88->Node28
343.0000 M331 804101 3 12.0000 Node18 Node1 9 N Node18->Node84->Node0->Node1
344.0000 M333 853438 3 11.0000 Node74 Node13 9 N Node74->Node82->Node12->Node13
344.0000 M337 1180679 2 7.0000 Node75 Node73 9 N Node75->Node74->Node73
345.0000 M332 944555 3 13.0000 Node45 Node34 9 N Node45->Node44->Node90->Node34
345.0000 M328 928591 3 17.0000 Node15 Node4 9 N Node15->Node14->Node89->Node4
346.0000 M340 943085 2 6.0000 Node40 Node30 9 N Node40->Node92->Node30
347.0000 M336 1193036 4 11.0000 Node75 Node65 9 N Node75->Node76->Node95->Node66->Node65
348.0000 M344 1003695 3 4.0000 Node49 Node68 9 N Node49->Node48->Node95->Node68
349.0000 M343 1059903 2 6.0000 Node32 Node40 9 N Node32->Node89->Node40
352.0000 M347 1058391 3 5.0000 Node75 Node54 9 N Node75->Node74->Node94->Node54
352.0000 M341 928039 3 11.0000 Node16 Node61 9 N Node16->Node87->Node60->Node61
354.0000 M137 1102605 3 217.0000 Node46 Node7 6 N Node46->Node84->Node8->Node7
355.0000 M349 1184064 3 6.0000 Node47 Node28 9 N Node47->Node46->Node91->Node28
356.0000 M348 1154136 4 8.0000 Node45 Node79 9 N Node45->Node46->Node84->Node78->Node79
361.0000 M352 896561 3 9.0000 Node30 Node7 9 N Node30->Node92->Node6->Node7
361.0000 M16 1054239 3 345.0000 Node7 Node46 4 N Node7->Node8->Node84->Node46
362.0000 M359 1014974 3 3.0000 Node32 Node13 9 N Node32->Node89->Node14->Node13
363.0000 M358 1029184 3 5.0000 Node42 Node45 9 N Node42->Node43->Node44->Node45
364.0000 M194 1165963 4 170.0000 Node9 Node47 7 N Node9->Node8->Node84->Node46->Node47
365.0000 M330 910867 5 35.0000 Node1 Node15 9 N Node1->Node0->Node84->Node87->Node16->Node15
366.0000 M90 860233 2 276.0000 Node62 Node22 5 N Node62->Node82->Node22
370.0000 M360 848566 3 10.0000 Node25 Node40 9 N Node25->Node24->Node89->Node40
370.0000 M355 965488 2 15.0000 Node20 Node22 9 N Node20->Node21->Node22
371.0000 M357 993921 3 14.0000 Node42 Node33 9 N Node42->Node89->Node32->Node33
371.0000 M346 808758 6 25.0000 Node26 Node20 9 N Node26->Node25->Node24->Node23->Node22->Node21->Node20
372.0000 M356 964355 4 16.0000 Node29 Node17 9 N Node29->Node28->Node80->Node16->Node17
373.0000 M361 1025212 2 12.0000 Node30 Node48 9 N Node30->Node92->Node48
373.0000 M368 1176460 3 5.0000 Node1 Node56 9 N Node1->Node0->Node91->Node56
374.0000 M364 1089551 4 10.0000 Node3 Node51 9 N Node3->Node2->Node90->Node52->Node51
374.0000 M24 808959 3 350.0000 Node75 Node62 4 N Node75->Node74->Node82->Node62
374.0000 M351 963073 4 23.0000 Node16 Node47 9 N Node16->Node87->Node84->Node46->Node47
375.0000 M367 1020468 3 8.0000 Node51 Node0 9 N Node51->Node52->Node90->Node0
376.0000 M369 1078478 4 7.0000 Node32 Node54 9 N Node32->Node82->Node12->Node94->Node54
377.0000 M365 1076468 4 12.0000 Node23 Node63 9 N Node23->Node22->Node82->Node64->Node63
382.0000 M372 868070 3 10.0000 Node5 Node22 9 N Node5->Node4->Node89->Node22
383.0000 M380 1113983 2 3.0000 Node50 Node76 9 N Node50->Node83->Node76
386.0000 M371 940400 4 15.0000 Node65 Node27 9 N Node65->Node66->Node88->Node28->Node27
386.0000 M381 1038448 3 5.0000 Node43 Node2 9 N Node43->Node44->Node93->Node2
389.0000 M384 1097845 3 5.0000 Node14 Node75 9 N Node14->Node83->Node76->Node75
390.0000 M246 1132670 5 144.0000 Node45 Node15 7 N Node45->Node46->Node84->Node87->Node16->Node15
391.0000 M389 1091622 2 2.0000 Node72 Node62 9 N Node72->Node82->Node62
392.0000 M387 1097788 4 5.0000 Node66 Node35 9 N Node66->Node88->Node91->Node36->Node35
395.0000 M374 894410 4 21.0000 Node51 Node21 9 N Node51->Node52->Node86->Node22->Node21
396.0000 M390 1131919 4 6.0000 Node30 Node10 9 N Node30->Node85->Node74->Node94->Node10
398.0000 M392 1126344 3 6.0000 Node39 Node6 9 N Node39->Node38->Node95->Node6
400.0000 M394 1129996 3 6.0000 Node56 Node1 9 N Node56->Node91->Node0->Node1
406.0000 M396 969428 3 10.0000 Node72 Node23 9 N Node72->Node82->Node22->Node23
409.0000 M402 1081868 4 7.0000 Node0 Node65 9 N Node0->Node91->Node88->Node66->Node65
410.0000 M378 935433 3 32.0000 Node5 Node72 9 N Node5->Node4->Node82->Node72
413.0000 M403 884205 3 10.0000 Node6 Node69 9 N Node6->Node95->Node68->Node69
415.0000 M405 941440 3 10.0000 Node61 Node42 9 N Node61->Node62->Node93->Node42
